new, 1000
z,300
z,0
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,400
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,400
z,600
z,700
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,800
z,300
z,500
z,500
z,200
z,400
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,700
z,700
z,700
z,700
z,700
z,700
z,700
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,200
z,200
z,200
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,300
z,300
z,300
z,300
z,300
z,300
z,300
z,300
z,300
z,300
z,300
z,300
z,300
z,300
z,300
z,300
z,0
z,0
z,0
z,0
z,0
z,0
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,100
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,200
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,0
z,100
